Year ka BP,Value,Variable
9050,0.136361696,SPD (corrected)
9049,0.136324049,SPD (corrected)
9048,0.13627039,SPD (corrected)
9047,0.136200237,SPD (corrected)
9046,0.136113138,SPD (corrected)
9045,0.136008919,SPD (corrected)
9044,0.135883325,SPD (corrected)
9043,0.135736818,SPD (corrected)
9042,0.135570058,SPD (corrected)
9041,0.135383906,SPD (corrected)
9040,0.13517943,SPD (corrected)
9039,0.134963943,SPD (corrected)
9038,0.134738357,SPD (corrected)
9037,0.134503712,SPD (corrected)
9036,0.134261179,SPD (corrected)
9035,0.134012049,SPD (corrected)
9034,0.133760214,SPD (corrected)
9033,0.133507765,SPD (corrected)
9032,0.133256828,SPD (corrected)
9031,0.133009551,SPD (corrected)
9030,0.132768073,SPD (corrected)
9029,0.132530552,SPD (corrected)
9028,0.13230107,SPD (corrected)
9027,0.132083687,SPD (corrected)
9026,0.131882349,SPD (corrected)
9025,0.131700804,SPD (corrected)
9024,0.131526165,SPD (corrected)
9023,0.13136057,SPD (corrected)
9022,0.131205824,SPD (corrected)
9021,0.131063395,SPD (corrected)
9020,0.130934416,SPD (corrected)
9019,0.130789547,SPD (corrected)
9018,0.130629961,SPD (corrected)
9017,0.130456821,SPD (corrected)
9016,0.130271277,SPD (corrected)
9015,0.130074454,SPD (corrected)
9014,0.129860765,SPD (corrected)
9013,0.129630639,SPD (corrected)
9012,0.129385343,SPD (corrected)
9011,0.129125675,SPD (corrected)
9010,0.128852412,SPD (corrected)
9009,0.128567927,SPD (corrected)
9008,0.128272542,SPD (corrected)
9007,0.127966529,SPD (corrected)
9006,0.127649897,SPD (corrected)
9005,0.127323258,SPD (corrected)
9004,0.126996119,SPD (corrected)
9003,0.12666839,SPD (corrected)
9002,0.126340318,SPD (corrected)
9001,0.126012014,SPD (corrected)
9000,0.125683661,SPD (corrected)
8999,0.12536618,SPD (corrected)
8998,0.125060225,SPD (corrected)
8997,0.124766768,SPD (corrected)
8996,0.1244864,SPD (corrected)
8995,0.12421971,SPD (corrected)
8994,0.123975541,SPD (corrected)
8993,0.123754862,SPD (corrected)
8992,0.123558599,SPD (corrected)
8991,0.123387635,SPD (corrected)
8990,0.123242811,SPD (corrected)
8989,0.123114486,SPD (corrected)
8988,0.123003569,SPD (corrected)
8987,0.122910707,SPD (corrected)
8986,0.122836285,SPD (corrected)
8985,0.122780427,SPD (corrected)
8984,0.122730059,SPD (corrected)
8983,0.122685107,SPD (corrected)
8982,0.122645423,SPD (corrected)
8981,0.122610506,SPD (corrected)
8980,0.12258044,SPD (corrected)
8979,0.122548818,SPD (corrected)
8978,0.122515865,SPD (corrected)
8977,0.122482198,SPD (corrected)
8976,0.122448122,SPD (corrected)
8975,0.122413919,SPD (corrected)
8974,0.122378847,SPD (corrected)
8973,0.122342916,SPD (corrected)
8972,0.122306139,SPD (corrected)
8971,0.122268528,SPD (corrected)
8970,0.122230095,SPD (corrected)
8969,0.122195808,SPD (corrected)
8968,0.122166057,SPD (corrected)
8967,0.122141247,SPD (corrected)
8966,0.122122081,SPD (corrected)
8965,0.122108877,SPD (corrected)
8964,0.122103901,SPD (corrected)
8963,0.122107953,SPD (corrected)
8962,0.122121851,SPD (corrected)
8961,0.122146435,SPD (corrected)
8960,0.122182558,SPD (corrected)
8959,0.122216045,SPD (corrected)
8958,0.122246804,SPD (corrected)
8957,0.122275328,SPD (corrected)
8956,0.122302132,SPD (corrected)
8955,0.12232784,SPD (corrected)
8954,0.122341805,SPD (corrected)
8953,0.122343837,SPD (corrected)
8952,0.12233453,SPD (corrected)
8951,0.122314402,SPD (corrected)
8950,0.122284208,SPD (corrected)
8949,0.122240061,SPD (corrected)
8948,0.122182847,SPD (corrected)
8947,0.122113639,SPD (corrected)
8946,0.122033693,SPD (corrected)
8945,0.121944436,SPD (corrected)
8944,0.121844974,SPD (corrected)
8943,0.12173542,SPD (corrected)
8942,0.121615907,SPD (corrected)
8941,0.121486585,SPD (corrected)
8940,0.121347625,SPD (corrected)
8939,0.121199509,SPD (corrected)
8938,0.121043556,SPD (corrected)
8937,0.12088106,SPD (corrected)
8936,0.120713585,SPD (corrected)
8935,0.120542092,SPD (corrected)
8934,0.120373418,SPD (corrected)
8933,0.12021118,SPD (corrected)
8932,0.120058384,SPD (corrected)
8931,0.119917409,SPD (corrected)
8930,0.119790011,SPD (corrected)
8929,0.119686432,SPD (corrected)
8928,0.119606859,SPD (corrected)
8927,0.119550112,SPD (corrected)
8926,0.11951459,SPD (corrected)
8925,0.119498217,SPD (corrected)
8924,0.119496857,SPD (corrected)
8923,0.119508361,SPD (corrected)
8922,0.119530726,SPD (corrected)
8921,0.119561661,SPD (corrected)
8920,0.119599487,SPD (corrected)
8919,0.119645926,SPD (corrected)
8918,0.119700056,SPD (corrected)
8917,0.119761319,SPD (corrected)
8916,0.119828665,SPD (corrected)
8915,0.119901391,SPD (corrected)
8914,0.119982884,SPD (corrected)
8913,0.120072112,SPD (corrected)
8912,0.120168322,SPD (corrected)
8911,0.120270956,SPD (corrected)
8910,0.120379638,SPD (corrected)
8909,0.120489747,SPD (corrected)
8908,0.120601236,SPD (corrected)
8907,0.120713508,SPD (corrected)
8906,0.120826797,SPD (corrected)
8905,0.120940891,SPD (corrected)
8904,0.121053041,SPD (corrected)
8903,0.121163084,SPD (corrected)
8902,0.121271005,SPD (corrected)
8901,0.12137694,SPD (corrected)
8900,0.121480598,SPD (corrected)
8899,0.121580542,SPD (corrected)
8898,0.121677243,SPD (corrected)
8897,0.121770313,SPD (corrected)
8896,0.121859656,SPD (corrected)
8895,0.121944716,SPD (corrected)
8894,0.122026264,SPD (corrected)
8893,0.122103637,SPD (corrected)
8892,0.122175985,SPD (corrected)
8891,0.122242609,SPD (corrected)
8890,0.122302442,SPD (corrected)
8889,0.12235973,SPD (corrected)
8888,0.122414232,SPD (corrected)
8887,0.122465221,SPD (corrected)
8886,0.122511607,SPD (corrected)
8885,0.122552908,SPD (corrected)
8884,0.12259435,SPD (corrected)
8883,0.122635806,SPD (corrected)
8882,0.122677001,SPD (corrected)
8881,0.122717563,SPD (corrected)
8880,0.1227568,SPD (corrected)
8879,0.122802961,SPD (corrected)
8878,0.1228567,SPD (corrected)
8877,0.122918526,SPD (corrected)
8876,0.122988936,SPD (corrected)
8875,0.123068136,SPD (corrected)
8874,0.123157351,SPD (corrected)
8873,0.123256995,SPD (corrected)
8872,0.123367456,SPD (corrected)
8871,0.123489091,SPD (corrected)
8870,0.123622518,SPD (corrected)
8869,0.123763185,SPD (corrected)
8868,0.123911407,SPD (corrected)
8867,0.124067226,SPD (corrected)
8866,0.124230815,SPD (corrected)
8865,0.124402341,SPD (corrected)
8864,0.124584027,SPD (corrected)
8863,0.124775693,SPD (corrected)
8862,0.124977158,SPD (corrected)
8861,0.125188239,SPD (corrected)
8860,0.125408755,SPD (corrected)
8859,0.125636517,SPD (corrected)
8858,0.12587129,SPD (corrected)
8857,0.126112846,SPD (corrected)
8856,0.126360958,SPD (corrected)
8855,0.126615405,SPD (corrected)
8854,0.126871581,SPD (corrected)
8853,0.127129482,SPD (corrected)
8852,0.127389103,SPD (corrected)
8851,0.127650439,SPD (corrected)
8850,0.127913485,SPD (corrected)
8849,0.128176846,SPD (corrected)
8848,0.128440517,SPD (corrected)
8847,0.128704491,SPD (corrected)
8846,0.128968762,SPD (corrected)
8845,0.129233324,SPD (corrected)
8844,0.129491958,SPD (corrected)
8843,0.129744708,SPD (corrected)
8842,0.129991616,SPD (corrected)
8841,0.130232724,SPD (corrected)
8840,0.130468074,SPD (corrected)
8839,0.130687273,SPD (corrected)
8838,0.13089035,SPD (corrected)
8837,0.131077348,SPD (corrected)
8836,0.13124818,SPD (corrected)
8835,0.131403046,SPD (corrected)
8834,0.131546885,SPD (corrected)
8833,0.131679626,SPD (corrected)
8832,0.131801193,SPD (corrected)
8831,0.131911514,SPD (corrected)
8830,0.132010235,SPD (corrected)
8829,0.132115992,SPD (corrected)
8828,0.132228661,SPD (corrected)
8827,0.132348393,SPD (corrected)
8826,0.132475478,SPD (corrected)
8825,0.132609934,SPD (corrected)
8824,0.132776206,SPD (corrected)
8823,0.13297464,SPD (corrected)
8822,0.133205842,SPD (corrected)
8821,0.133469811,SPD (corrected)
8820,0.133766774,SPD (corrected)
8819,0.134100349,SPD (corrected)
8818,0.134469627,SPD (corrected)
8817,0.13487355,SPD (corrected)
8816,0.135311021,SPD (corrected)
8815,0.135781068,SPD (corrected)
8814,0.136259451,SPD (corrected)
8813,0.136745887,SPD (corrected)
8812,0.137239282,SPD (corrected)
8811,0.137739005,SPD (corrected)
8810,0.138244454,SPD (corrected)
8809,0.138743743,SPD (corrected)
8808,0.139236721,SPD (corrected)
8807,0.13972332,SPD (corrected)
8806,0.140203749,SPD (corrected)
8805,0.140677517,SPD (corrected)
8804,0.141150208,SPD (corrected)
8803,0.14162211,SPD (corrected)
8802,0.142092908,SPD (corrected)
8801,0.142562558,SPD (corrected)
8800,0.143030949,SPD (corrected)
8799,0.143507659,SPD (corrected)
8798,0.143992065,SPD (corrected)
8797,0.1444832,SPD (corrected)
8796,0.144980427,SPD (corrected)
8795,0.145483078,SPD (corrected)
8794,0.145986921,SPD (corrected)
8793,0.146491343,SPD (corrected)
8792,0.14699571,SPD (corrected)
8791,0.147499369,SPD (corrected)
8790,0.148001646,SPD (corrected)
8789,0.148515483,SPD (corrected)
8788,0.149040714,SPD (corrected)
8787,0.149577169,SPD (corrected)
8786,0.150124671,SPD (corrected)
8785,0.150683036,SPD (corrected)
8784,0.151251262,SPD (corrected)
8783,0.151828707,SPD (corrected)
8782,0.152414744,SPD (corrected)
8781,0.153008762,SPD (corrected)
8780,0.153610165,SPD (corrected)
8779,0.154208254,SPD (corrected)
8778,0.154802604,SPD (corrected)
8777,0.155392411,SPD (corrected)
8776,0.155977181,SPD (corrected)
8775,0.156556449,SPD (corrected)
8774,0.157116423,SPD (corrected)
8773,0.157656971,SPD (corrected)
8772,0.158178014,SPD (corrected)
8771,0.158679536,SPD (corrected)
8770,0.15916157,SPD (corrected)
8769,0.159616213,SPD (corrected)
8768,0.160042559,SPD (corrected)
8767,0.160440608,SPD (corrected)
8766,0.160809446,SPD (corrected)
8765,0.161149138,SPD (corrected)
8764,0.161467599,SPD (corrected)
8763,0.161764114,SPD (corrected)
8762,0.162037674,SPD (corrected)
8761,0.162287811,SPD (corrected)
8760,0.162513761,SPD (corrected)
8759,0.162737234,SPD (corrected)
8758,0.162957777,SPD (corrected)
8757,0.163175211,SPD (corrected)
8756,0.163388785,SPD (corrected)
8755,0.163598015,SPD (corrected)
8754,0.163819585,SPD (corrected)
8753,0.164054155,SPD (corrected)
8752,0.164301479,SPD (corrected)
8751,0.164561428,SPD (corrected)
8750,0.164833789,SPD (corrected)
8749,0.165132687,SPD (corrected)
8748,0.165458251,SPD (corrected)
8747,0.165810437,SPD (corrected)
8746,0.166189011,SPD (corrected)
8745,0.166593525,SPD (corrected)
8744,0.167033004,SPD (corrected)
8743,0.167505664,SPD (corrected)
8742,0.168008832,SPD (corrected)
8741,0.168539695,SPD (corrected)
8740,0.169095123,SPD (corrected)
8739,0.169687611,SPD (corrected)
8738,0.170312964,SPD (corrected)
8737,0.170966378,SPD (corrected)
8736,0.17164252,SPD (corrected)
8735,0.172336648,SPD (corrected)
8734,0.173052621,SPD (corrected)
8733,0.173786594,SPD (corrected)
8732,0.174535133,SPD (corrected)
8731,0.175295621,SPD (corrected)
8730,0.176064391,SPD (corrected)
8729,0.176846362,SPD (corrected)
8728,0.177640503,SPD (corrected)
8727,0.178446212,SPD (corrected)
8726,0.179262086,SPD (corrected)
8725,0.180087199,SPD (corrected)
8724,0.180921842,SPD (corrected)
8723,0.181765348,SPD (corrected)
8722,0.182616893,SPD (corrected)
8721,0.183475458,SPD (corrected)
8720,0.184340544,SPD (corrected)
8719,0.185204916,SPD (corrected)
8718,0.186067422,SPD (corrected)
8717,0.186926628,SPD (corrected)
8716,0.187781326,SPD (corrected)
8715,0.188630743,SPD (corrected)
8714,0.189472055,SPD (corrected)
8713,0.190304742,SPD (corrected)
8712,0.191128225,SPD (corrected)
8711,0.191941794,SPD (corrected)
8710,0.192745013,SPD (corrected)
8709,0.193548964,SPD (corrected)
8708,0.194353308,SPD (corrected)
8707,0.19515743,SPD (corrected)
8706,0.195960565,SPD (corrected)
8705,0.196762364,SPD (corrected)
8704,0.197568801,SPD (corrected)
8703,0.198375006,SPD (corrected)
8702,0.199176915,SPD (corrected)
8701,0.199969518,SPD (corrected)
8700,0.200748648,SPD (corrected)
8699,0.201501667,SPD (corrected)
8698,0.202224029,SPD (corrected)
8697,0.202913257,SPD (corrected)
8696,0.203569694,SPD (corrected)
8695,0.20419566,SPD (corrected)
8694,0.204796192,SPD (corrected)
8693,0.205378719,SPD (corrected)
8692,0.205952593,SPD (corrected)
8691,0.206527834,SPD (corrected)
8690,0.207115296,SPD (corrected)
8689,0.207717077,SPD (corrected)
8688,0.208338318,SPD (corrected)
8687,0.208984365,SPD (corrected)
8686,0.209660252,SPD (corrected)
8685,0.210370458,SPD (corrected)
8684,0.211079343,SPD (corrected)
8683,0.211786752,SPD (corrected)
8682,0.212492518,SPD (corrected)
8681,0.213196466,SPD (corrected)
8680,0.213898408,SPD (corrected)
8679,0.21457566,SPD (corrected)
8678,0.215227319,SPD (corrected)
8677,0.215852467,SPD (corrected)
8676,0.216450172,SPD (corrected)
8675,0.217019768,SPD (corrected)
8674,0.217558006,SPD (corrected)
8673,0.218064834,SPD (corrected)
8672,0.218540225,SPD (corrected)
8671,0.218984188,SPD (corrected)
8670,0.219396473,SPD (corrected)
8669,0.219786903,SPD (corrected)
8668,0.220155583,SPD (corrected)
8667,0.220502899,SPD (corrected)
8666,0.220829132,SPD (corrected)
8665,0.221134577,SPD (corrected)
8664,0.221433267,SPD (corrected)
8663,0.22172533,SPD (corrected)
8662,0.2220109,SPD (corrected)
8661,0.222290114,SPD (corrected)
8660,0.22256311,SPD (corrected)
8659,0.222838245,SPD (corrected)
8658,0.223115582,SPD (corrected)
8657,0.223395178,SPD (corrected)
8656,0.223677096,SPD (corrected)
8655,0.223961394,SPD (corrected)
8654,0.224250858,SPD (corrected)
8653,0.224546503,SPD (corrected)
8652,0.224849343,SPD (corrected)
8651,0.225160393,SPD (corrected)
8650,0.225480662,SPD (corrected)
8649,0.225831406,SPD (corrected)
8648,0.226216991,SPD (corrected)
8647,0.226641392,SPD (corrected)
8646,0.2271081,SPD (corrected)
8645,0.227620154,SPD (corrected)
8644,0.228209738,SPD (corrected)
8643,0.228878852,SPD (corrected)
8642,0.229626913,SPD (corrected)
8641,0.230451337,SPD (corrected)
8640,0.231346741,SPD (corrected)
8639,0.232278612,SPD (corrected)
8638,0.233245046,SPD (corrected)
8637,0.234244386,SPD (corrected)
8636,0.23527495,SPD (corrected)
8635,0.23633473,SPD (corrected)
8634,0.237398907,SPD (corrected)
8633,0.238467415,SPD (corrected)
8632,0.239540188,SPD (corrected)
8631,0.24061716,SPD (corrected)
8630,0.241698533,SPD (corrected)
8629,0.242760405,SPD (corrected)
8628,0.24380263,SPD (corrected)
8627,0.244824795,SPD (corrected)
8626,0.245826363,SPD (corrected)
8625,0.246807069,SPD (corrected)
8624,0.247777046,SPD (corrected)
8623,0.2487354,SPD (corrected)
8622,0.249680968,SPD (corrected)
8621,0.250613166,SPD (corrected)
8620,0.251531178,SPD (corrected)
8619,0.25245126,SPD (corrected)
8618,0.253370951,SPD (corrected)
8617,0.254287633,SPD (corrected)
8616,0.255198768,SPD (corrected)
8615,0.25610184,SPD (corrected)
8614,0.257013404,SPD (corrected)
8613,0.257931783,SPD (corrected)
8612,0.258855366,SPD (corrected)
8611,0.259782622,SPD (corrected)
8610,0.260712101,SPD (corrected)
8609,0.261652165,SPD (corrected)
8608,0.26260282,SPD (corrected)
8607,0.263564063,SPD (corrected)
8606,0.264535884,SPD (corrected)
8605,0.265518403,SPD (corrected)
8604,0.266498368,SPD (corrected)
8603,0.267474642,SPD (corrected)
8602,0.268446306,SPD (corrected)
8601,0.269412258,SPD (corrected)
8600,0.270371347,SPD (corrected)
8599,0.271302831,SPD (corrected)
8598,0.272205154,SPD (corrected)
8597,0.273076783,SPD (corrected)
8596,0.273916292,SPD (corrected)
8595,0.274722376,SPD (corrected)
8594,0.275513125,SPD (corrected)
8593,0.276288363,SPD (corrected)
8592,0.277047918,SPD (corrected)
8591,0.27779163,SPD (corrected)
8590,0.278519349,SPD (corrected)
8589,0.279244121,SPD (corrected)
8588,0.279966014,SPD (corrected)
8587,0.280685096,SPD (corrected)
8586,0.281401441,SPD (corrected)
8585,0.282115128,SPD (corrected)
8584,0.282831139,SPD (corrected)
8583,0.283549368,SPD (corrected)
8582,0.28426971,SPD (corrected)
8581,0.284992065,SPD (corrected)
8580,0.285716336,SPD (corrected)
8579,0.286454581,SPD (corrected)
8578,0.287206906,SPD (corrected)
8577,0.287973402,SPD (corrected)
8576,0.288754146,SPD (corrected)
8575,0.289549197,SPD (corrected)
8574,0.290363741,SPD (corrected)
8573,0.291197876,SPD (corrected)
8572,0.292051639,SPD (corrected)
8571,0.292925015,SPD (corrected)
8570,0.293817935,SPD (corrected)
8569,0.294730528,SPD (corrected)
8568,0.295663244,SPD (corrected)
8567,0.296615634,SPD (corrected)
8566,0.297587854,SPD (corrected)
8565,0.298579474,SPD (corrected)
8564,0.299582687,SPD (corrected)
8563,0.300597228,SPD (corrected)
8562,0.301623099,SPD (corrected)
8561,0.302659763,SPD (corrected)
8560,0.303706958,SPD (corrected)
8559,0.304757521,SPD (corrected)
8558,0.305809814,SPD (corrected)
8557,0.306861968,SPD (corrected)
8556,0.307912527,SPD (corrected)
8555,0.308959839,SPD (corrected)
8554,0.309988982,SPD (corrected)
8553,0.31099714,SPD (corrected)
8552,0.311981994,SPD (corrected)
8551,0.312941554,SPD (corrected)
8550,0.313874092,SPD (corrected)
8549,0.314771277,SPD (corrected)
8548,0.315632583,SPD (corrected)
8547,0.316457619,SPD (corrected)
8546,0.317246218,SPD (corrected)
8545,0.317998597,SPD (corrected)
8544,0.318720437,SPD (corrected)
8543,0.319413449,SPD (corrected)
8542,0.320080215,SPD (corrected)
8541,0.320723321,SPD (corrected)
8540,0.321345931,SPD (corrected)
8539,0.321948238,SPD (corrected)
8538,0.322533791,SPD (corrected)
8537,0.323106737,SPD (corrected)
8536,0.323671449,SPD (corrected)
8535,0.324232271,SPD (corrected)
8534,0.324790483,SPD (corrected)
8533,0.325348489,SPD (corrected)
8532,0.325908322,SPD (corrected)
8531,0.326471253,SPD (corrected)
8530,0.327039616,SPD (corrected)
8529,0.327601972,SPD (corrected)
8528,0.328157631,SPD (corrected)
8527,0.328705178,SPD (corrected)
8526,0.329243715,SPD (corrected)
8525,0.329772454,SPD (corrected)
8524,0.330278032,SPD (corrected)
8523,0.330760246,SPD (corrected)
8522,0.331219154,SPD (corrected)
8521,0.331655639,SPD (corrected)
8520,0.332069597,SPD (corrected)
8519,0.332463665,SPD (corrected)
8518,0.332839097,SPD (corrected)
8517,0.33319737,SPD (corrected)
8516,0.33354029,SPD (corrected)
8515,0.333869251,SPD (corrected)
8514,0.334186034,SPD (corrected)
8513,0.334491774,SPD (corrected)
8512,0.334787664,SPD (corrected)
8511,0.335075068,SPD (corrected)
8510,0.335354807,SPD (corrected)
8509,0.33562073,SPD (corrected)
8508,0.335874303,SPD (corrected)
8507,0.336116729,SPD (corrected)
8506,0.336349391,SPD (corrected)
8505,0.336573185,SPD (corrected)
8504,0.336789527,SPD (corrected)
8503,0.337003732,SPD (corrected)
8502,0.337220038,SPD (corrected)
8501,0.337443723,SPD (corrected)
8500,0.337679213,SPD (corrected)
