Year ka BP,Value,Variable
8174,0.186671517,SPD (corrected)
8173,0.186260639,SPD (corrected)
8172,0.185846243,SPD (corrected)
8171,0.185428434,SPD (corrected)
8170,0.185007314,SPD (corrected)
8169,0.184571135,SPD (corrected)
8168,0.184120003,SPD (corrected)
8167,0.183654297,SPD (corrected)
8166,0.183174153,SPD (corrected)
8165,0.182680212,SPD (corrected)
8164,0.18217216,SPD (corrected)
8163,0.181650257,SPD (corrected)
8162,0.181114707,SPD (corrected)
8161,0.180565653,SPD (corrected)
8160,0.180003182,SPD (corrected)
8159,0.179433079,SPD (corrected)
8158,0.178855398,SPD (corrected)
8157,0.178270183,SPD (corrected)
8156,0.177677471,SPD (corrected)
8155,0.177077287,SPD (corrected)
8154,0.176476338,SPD (corrected)
8153,0.175874788,SPD (corrected)
8152,0.175272798,SPD (corrected)
8151,0.174670531,SPD (corrected)
8150,0.174068416,SPD (corrected)
8149,0.173467868,SPD (corrected)
8148,0.172869441,SPD (corrected)
8147,0.172273164,SPD (corrected)
8146,0.171679317,SPD (corrected)
8145,0.171088179,SPD (corrected)
8144,0.170498896,SPD (corrected)
8143,0.169911759,SPD (corrected)
8142,0.169327185,SPD (corrected)
8141,0.168745744,SPD (corrected)
8140,0.168167873,SPD (corrected)
8139,0.167597797,SPD (corrected)
8138,0.167036373,SPD (corrected)
8137,0.166484453,SPD (corrected)
8136,0.16594286,SPD (corrected)
8135,0.165412356,SPD (corrected)
8134,0.164898572,SPD (corrected)
8133,0.164402827,SPD (corrected)
8132,0.163926622,SPD (corrected)
8131,0.163470846,SPD (corrected)
8130,0.163036873,SPD (corrected)
8129,0.162638669,SPD (corrected)
8128,0.162277168,SPD (corrected)
8127,0.16195359,SPD (corrected)
8126,0.161669629,SPD (corrected)
8125,0.161425868,SPD (corrected)
8124,0.161232486,SPD (corrected)
8123,0.161091346,SPD (corrected)
8122,0.161003271,SPD (corrected)
8121,0.160969401,SPD (corrected)
8120,0.160990753,SPD (corrected)
8119,0.161071596,SPD (corrected)
8118,0.161212555,SPD (corrected)
8117,0.161415023,SPD (corrected)
8116,0.16168049,SPD (corrected)
8115,0.162010711,SPD (corrected)
8114,0.162395433,SPD (corrected)
8113,0.1628358,SPD (corrected)
8112,0.163333057,SPD (corrected)
8111,0.163888077,SPD (corrected)
8110,0.164501974,SPD (corrected)
8109,0.165154878,SPD (corrected)
8108,0.165847069,SPD (corrected)
8107,0.166578783,SPD (corrected)
8106,0.167350403,SPD (corrected)
8105,0.1681619,SPD (corrected)
8104,0.168989234,SPD (corrected)
8103,0.169832499,SPD (corrected)
8102,0.17069179,SPD (corrected)
8101,0.171567212,SPD (corrected)
8100,0.17245885,SPD (corrected)
8099,0.173350426,SPD (corrected)
8098,0.174242006,SPD (corrected)
8097,0.175133287,SPD (corrected)
8096,0.176024487,SPD (corrected)
8095,0.176915313,SPD (corrected)
8094,0.177808731,SPD (corrected)
8093,0.178705089,SPD (corrected)
8092,0.179604704,SPD (corrected)
8091,0.180507791,SPD (corrected)
8090,0.181414525,SPD (corrected)
8089,0.182344271,SPD (corrected)
8088,0.183297178,SPD (corrected)
8087,0.184273448,SPD (corrected)
8086,0.185272992,SPD (corrected)
8085,0.186295432,SPD (corrected)
8084,0.18735784,SPD (corrected)
8083,0.188459586,SPD (corrected)
8082,0.189598976,SPD (corrected)
8081,0.19077437,SPD (corrected)
8080,0.191983777,SPD (corrected)
8079,0.193247425,SPD (corrected)
8078,0.19456293,SPD (corrected)
8077,0.195927493,SPD (corrected)
8076,0.197336956,SPD (corrected)
8075,0.198788406,SPD (corrected)
8074,0.200292412,SPD (corrected)
8073,0.201843981,SPD (corrected)
8072,0.203437215,SPD (corrected)
8071,0.205064853,SPD (corrected)
8070,0.206720498,SPD (corrected)
8069,0.208400307,SPD (corrected)
8068,0.210098048,SPD (corrected)
8067,0.211807564,SPD (corrected)
8066,0.213523424,SPD (corrected)
8065,0.215240745,SPD (corrected)
8064,0.216962613,SPD (corrected)
8063,0.218686488,SPD (corrected)
8062,0.220410536,SPD (corrected)
8061,0.222132694,SPD (corrected)
8060,0.223851392,SPD (corrected)
8059,0.225567504,SPD (corrected)
8058,0.227280643,SPD (corrected)
8057,0.22899044,SPD (corrected)
8056,0.230696849,SPD (corrected)
8055,0.232399208,SPD (corrected)
8054,0.234103337,SPD (corrected)
8053,0.235809147,SPD (corrected)
8052,0.237516482,SPD (corrected)
8051,0.239225312,SPD (corrected)
8050,0.240935536,SPD (corrected)
8049,0.242648845,SPD (corrected)
8048,0.244364918,SPD (corrected)
8047,0.246083954,SPD (corrected)
8046,0.247805893,SPD (corrected)
8045,0.249530678,SPD (corrected)
8044,0.251264081,SPD (corrected)
8043,0.253005685,SPD (corrected)
8042,0.254755149,SPD (corrected)
8041,0.256512137,SPD (corrected)
8040,0.258276404,SPD (corrected)
8039,0.26005021,SPD (corrected)
8038,0.261832236,SPD (corrected)
8037,0.263619594,SPD (corrected)
8036,0.265408914,SPD (corrected)
8035,0.267196559,SPD (corrected)
8034,0.268968786,SPD (corrected)
8033,0.2707192,SPD (corrected)
8032,0.272443016,SPD (corrected)
8031,0.274136516,SPD (corrected)
8030,0.275797924,SPD (corrected)
8029,0.277430115,SPD (corrected)
8028,0.279032432,SPD (corrected)
8027,0.280605724,SPD (corrected)
8026,0.282151225,SPD (corrected)
8025,0.283670848,SPD (corrected)
8024,0.285172208,SPD (corrected)
8023,0.286656487,SPD (corrected)
8022,0.288124756,SPD (corrected)
8021,0.28957854,SPD (corrected)
8020,0.291019975,SPD (corrected)
8019,0.292452331,SPD (corrected)
8018,0.293876571,SPD (corrected)
8017,0.29529374,SPD (corrected)
8016,0.296704984,SPD (corrected)
8015,0.298111669,SPD (corrected)
8014,0.299514029,SPD (corrected)
8013,0.300912585,SPD (corrected)
8012,0.302307876,SPD (corrected)
8011,0.303700663,SPD (corrected)
8010,0.305091342,SPD (corrected)
8009,0.306480966,SPD (corrected)
8008,0.307869574,SPD (corrected)
8007,0.309257203,SPD (corrected)
8006,0.310643636,SPD (corrected)
8005,0.312029147,SPD (corrected)
8004,0.31341097,SPD (corrected)
8003,0.314792658,SPD (corrected)
8002,0.316176919,SPD (corrected)
8001,0.317566284,SPD (corrected)
8000,0.318963181,SPD (corrected)
7999,0.320378026,SPD (corrected)
7998,0.321816676,SPD (corrected)
7997,0.323283974,SPD (corrected)
7996,0.324783418,SPD (corrected)
7995,0.326317555,SPD (corrected)
7994,0.327884357,SPD (corrected)
7993,0.329483382,SPD (corrected)
7992,0.331114156,SPD (corrected)
7991,0.332774907,SPD (corrected)
7990,0.334463734,SPD (corrected)
7989,0.336168556,SPD (corrected)
7988,0.337888692,SPD (corrected)
7987,0.339623185,SPD (corrected)
7986,0.341371474,SPD (corrected)
7985,0.343132749,SPD (corrected)
7984,0.344894319,SPD (corrected)
7983,0.346655917,SPD (corrected)
7982,0.348417687,SPD (corrected)
7981,0.350179193,SPD (corrected)
7980,0.351940255,SPD (corrected)
7979,0.353692737,SPD (corrected)
7978,0.355435689,SPD (corrected)
7977,0.357168017,SPD (corrected)
7976,0.358888901,SPD (corrected)
7975,0.360597665,SPD (corrected)
7974,0.362286142,SPD (corrected)
7973,0.363952724,SPD (corrected)
7972,0.365596591,SPD (corrected)
7971,0.367217583,SPD (corrected)
7970,0.368815673,SPD (corrected)
7969,0.370391646,SPD (corrected)
7968,0.371946537,SPD (corrected)
7967,0.373481785,SPD (corrected)
7966,0.374999518,SPD (corrected)
7965,0.376501961,SPD (corrected)
7964,0.37799652,SPD (corrected)
7963,0.379484357,SPD (corrected)
7962,0.380966312,SPD (corrected)
7961,0.382443982,SPD (corrected)
7960,0.383918767,SPD (corrected)
7959,0.385389908,SPD (corrected)
7958,0.386857434,SPD (corrected)
7957,0.388321278,SPD (corrected)
7956,0.389781587,SPD (corrected)
7955,0.391238399,SPD (corrected)
7954,0.392693594,SPD (corrected)
7953,0.394147011,SPD (corrected)
7952,0.395598494,SPD (corrected)
7951,0.397047881,SPD (corrected)
7950,0.398494754,SPD (corrected)
7949,0.399937797,SPD (corrected)
7948,0.401377102,SPD (corrected)
7947,0.402813284,SPD (corrected)
7946,0.404246733,SPD (corrected)
7945,0.405678056,SPD (corrected)
7944,0.4071052,SPD (corrected)
7943,0.408529472,SPD (corrected)
7942,0.409951904,SPD (corrected)
7941,0.411373919,SPD (corrected)
7940,0.412796931,SPD (corrected)
7939,0.414226994,SPD (corrected)
7938,0.415665873,SPD (corrected)
7937,0.417116022,SPD (corrected)
7936,0.418580053,SPD (corrected)
7935,0.420060048,SPD (corrected)
7934,0.421553804,SPD (corrected)
7933,0.423062922,SPD (corrected)
7932,0.424588878,SPD (corrected)
7931,0.426133149,SPD (corrected)
7930,0.427697049,SPD (corrected)
7929,0.429264096,SPD (corrected)
7928,0.430834981,SPD (corrected)
7927,0.432409292,SPD (corrected)
7926,0.433987139,SPD (corrected)
7925,0.435568557,SPD (corrected)
7924,0.437125898,SPD (corrected)
7923,0.43865742,SPD (corrected)
7922,0.44016222,SPD (corrected)
7921,0.441639083,SPD (corrected)
7920,0.443086881,SPD (corrected)
7919,0.444457942,SPD (corrected)
7918,0.445751583,SPD (corrected)
7917,0.44696659,SPD (corrected)
7916,0.448101645,SPD (corrected)
7915,0.449155106,SPD (corrected)
7914,0.450116641,SPD (corrected)
7913,0.450985727,SPD (corrected)
7912,0.451762642,SPD (corrected)
7911,0.452448042,SPD (corrected)
7910,0.453042631,SPD (corrected)
7909,0.453575341,SPD (corrected)
7908,0.454047495,SPD (corrected)
7907,0.454460907,SPD (corrected)
7906,0.454817073,SPD (corrected)
7905,0.455118151,SPD (corrected)
7904,0.455410071,SPD (corrected)
7903,0.45569277,SPD (corrected)
7902,0.455966188,SPD (corrected)
7901,0.456230265,SPD (corrected)
7900,0.45648496,SPD (corrected)
7899,0.45677937,SPD (corrected)
7898,0.4571168,SPD (corrected)
7897,0.457500947,SPD (corrected)
7896,0.45793445,SPD (corrected)
7895,0.458420605,SPD (corrected)
7894,0.458986383,SPD (corrected)
7893,0.459634483,SPD (corrected)
7892,0.4603663,SPD (corrected)
7891,0.46118218,SPD (corrected)
7890,0.46208149,SPD (corrected)
7889,0.463038797,SPD (corrected)
7888,0.464053736,SPD (corrected)
7887,0.465126205,SPD (corrected)
7886,0.46625481,SPD (corrected)
7885,0.467437952,SPD (corrected)
7884,0.468640447,SPD (corrected)
7883,0.469861486,SPD (corrected)
7882,0.471100801,SPD (corrected)
7881,0.472357239,SPD (corrected)
7880,0.473629613,SPD (corrected)
7879,0.474878617,SPD (corrected)
7878,0.476103115,SPD (corrected)
7877,0.477302463,SPD (corrected)
7876,0.478475992,SPD (corrected)
7875,0.479622688,SPD (corrected)
7874,0.480721384,SPD (corrected)
7873,0.4817739,SPD (corrected)
7872,0.482782648,SPD (corrected)
7871,0.483750738,SPD (corrected)
7870,0.484681684,SPD (corrected)
7869,0.485574439,SPD (corrected)
7868,0.486433283,SPD (corrected)
7867,0.487261981,SPD (corrected)
7866,0.488064664,SPD (corrected)
7865,0.488844169,SPD (corrected)
7864,0.489602847,SPD (corrected)
7863,0.490342356,SPD (corrected)
7862,0.49106386,SPD (corrected)
7861,0.49176876,SPD (corrected)
7860,0.492458209,SPD (corrected)
7859,0.493146875,SPD (corrected)
7858,0.493834978,SPD (corrected)
7857,0.494522725,SPD (corrected)
7856,0.495210251,SPD (corrected)
7855,0.495897799,SPD (corrected)
7854,0.49660028,SPD (corrected)
7853,0.497317421,SPD (corrected)
7852,0.498048759,SPD (corrected)
7851,0.498793922,SPD (corrected)
7850,0.499552824,SPD (corrected)
7849,0.500323436,SPD (corrected)
7848,0.501104865,SPD (corrected)
7847,0.501896286,SPD (corrected)
7846,0.50269689,SPD (corrected)
7845,0.503505887,SPD (corrected)
7844,0.504320673,SPD (corrected)
7843,0.505140567,SPD (corrected)
7842,0.505964849,SPD (corrected)
7841,0.506792831,SPD (corrected)
7840,0.507623876,SPD (corrected)
7839,0.508455952,SPD (corrected)
7838,0.50929015,SPD (corrected)
7837,0.51012884,SPD (corrected)
7836,0.510974851,SPD (corrected)
7835,0.511831269,SPD (corrected)
7834,0.512707951,SPD (corrected)
7833,0.513610715,SPD (corrected)
7832,0.514543805,SPD (corrected)
7831,0.515510424,SPD (corrected)
7830,0.516511881,SPD (corrected)
7829,0.517538615,SPD (corrected)
7828,0.518591239,SPD (corrected)
7827,0.519668896,SPD (corrected)
7826,0.520770359,SPD (corrected)
7825,0.521893739,SPD (corrected)
7824,0.523033011,SPD (corrected)
7823,0.524186975,SPD (corrected)
7822,0.525354544,SPD (corrected)
7821,0.526534186,SPD (corrected)
7820,0.527723775,SPD (corrected)
7819,0.528918495,SPD (corrected)
7818,0.530117348,SPD (corrected)
7817,0.531319254,SPD (corrected)
7816,0.532522935,SPD (corrected)
7815,0.533727078,SPD (corrected)
7814,0.534928287,SPD (corrected)
7813,0.536125976,SPD (corrected)
7812,0.537319562,SPD (corrected)
7811,0.538508245,SPD (corrected)
7810,0.539691586,SPD (corrected)
7809,0.540872662,SPD (corrected)
7808,0.542051422,SPD (corrected)
7807,0.543227813,SPD (corrected)
7806,0.544401873,SPD (corrected)
7805,0.545573473,SPD (corrected)
7804,0.546752845,SPD (corrected)
7803,0.547936217,SPD (corrected)
7802,0.549120385,SPD (corrected)
7801,0.550302402,SPD (corrected)
7800,0.551479422,SPD (corrected)
7799,0.552641361,SPD (corrected)
7798,0.553781951,SPD (corrected)
7797,0.554895949,SPD (corrected)
7796,0.555979457,SPD (corrected)
7795,0.557029542,SPD (corrected)
7794,0.558046356,SPD (corrected)
7793,0.559030047,SPD (corrected)
7792,0.559981091,SPD (corrected)
7791,0.560901225,SPD (corrected)
7790,0.561791579,SPD (corrected)
7789,0.562661677,SPD (corrected)
7788,0.563512151,SPD (corrected)
7787,0.564343878,SPD (corrected)
7786,0.565157369,SPD (corrected)
7785,0.565953462,SPD (corrected)
7784,0.566740722,SPD (corrected)
7783,0.567518403,SPD (corrected)
7782,0.568285609,SPD (corrected)
7781,0.569040546,SPD (corrected)
7780,0.569781353,SPD (corrected)
7779,0.570511395,SPD (corrected)
7778,0.571228551,SPD (corrected)
7777,0.571930769,SPD (corrected)
7776,0.572614665,SPD (corrected)
7775,0.573277492,SPD (corrected)
7774,0.573924511,SPD (corrected)
7773,0.574552687,SPD (corrected)
7772,0.575158275,SPD (corrected)
7771,0.575736647,SPD (corrected)
7770,0.576282809,SPD (corrected)
7769,0.576795901,SPD (corrected)
7768,0.577270563,SPD (corrected)
7767,0.577700991,SPD (corrected)
7766,0.578082015,SPD (corrected)
7765,0.578407666,SPD (corrected)
7764,0.578688833,SPD (corrected)
7763,0.578923685,SPD (corrected)
7762,0.57911116,SPD (corrected)
7761,0.579249699,SPD (corrected)
7760,0.579338859,SPD (corrected)
7759,0.579398739,SPD (corrected)
7758,0.579429403,SPD (corrected)
7757,0.579431031,SPD (corrected)
7756,0.57940377,SPD (corrected)
7755,0.579347931,SPD (corrected)
7754,0.579280784,SPD (corrected)
7753,0.579202465,SPD (corrected)
7752,0.579113297,SPD (corrected)
7751,0.579013154,SPD (corrected)
7750,0.578902151,SPD (corrected)
7749,0.578799774,SPD (corrected)
7748,0.578705347,SPD (corrected)
7747,0.578618179,SPD (corrected)
7746,0.57853761,SPD (corrected)
7745,0.578462681,SPD (corrected)
7744,0.578399025,SPD (corrected)
7743,0.578345212,SPD (corrected)
7742,0.578299926,SPD (corrected)
7741,0.578261199,SPD (corrected)
7740,0.578227609,SPD (corrected)
7739,0.578194184,SPD (corrected)
7738,0.578159039,SPD (corrected)
7737,0.578119568,SPD (corrected)
7736,0.578073015,SPD (corrected)
7735,0.578017001,SPD (corrected)
7734,0.577943143,SPD (corrected)
7733,0.577848887,SPD (corrected)
7732,0.577731626,SPD (corrected)
7731,0.577589326,SPD (corrected)
7730,0.577419646,SPD (corrected)
7729,0.57721581,SPD (corrected)
7728,0.576976278,SPD (corrected)
7727,0.576700316,SPD (corrected)
7726,0.576386228,SPD (corrected)
7725,0.576033445,SPD (corrected)
7724,0.575631373,SPD (corrected)
7723,0.575180184,SPD (corrected)
7722,0.57468047,SPD (corrected)
7721,0.574132419,SPD (corrected)
7720,0.573536467,SPD (corrected)
7719,0.572912116,SPD (corrected)
7718,0.572260702,SPD (corrected)
7717,0.57158386,SPD (corrected)
7716,0.570883685,SPD (corrected)
7715,0.570162654,SPD (corrected)
7714,0.569443112,SPD (corrected)
7713,0.568728512,SPD (corrected)
7712,0.56802234,SPD (corrected)
7711,0.567327701,SPD (corrected)
7710,0.566647782,SPD (corrected)
7709,0.56598318,SPD (corrected)
7708,0.565334467,SPD (corrected)
7707,0.564702006,SPD (corrected)
7706,0.564086147,SPD (corrected)
7705,0.563486648,SPD (corrected)
7704,0.562881536,SPD (corrected)
7703,0.56227096,SPD (corrected)
7702,0.561655075,SPD (corrected)
7701,0.561034039,SPD (corrected)
7700,0.560407978,SPD (corrected)
7699,0.559755581,SPD (corrected)
7698,0.559073786,SPD (corrected)
7697,0.558359533,SPD (corrected)
7696,0.557610295,SPD (corrected)
7695,0.556823132,SPD (corrected)
7694,0.555969446,SPD (corrected)
7693,0.555046629,SPD (corrected)
7692,0.55405334,SPD (corrected)
7691,0.552989254,SPD (corrected)
7690,0.551855118,SPD (corrected)
7689,0.550662209,SPD (corrected)
7688,0.549412202,SPD (corrected)
7687,0.548106579,SPD (corrected)
7686,0.546748025,SPD (corrected)
7685,0.545339249,SPD (corrected)
7684,0.543910898,SPD (corrected)
7683,0.542467396,SPD (corrected)
7682,0.541012655,SPD (corrected)
7681,0.539550457,SPD (corrected)
7680,0.5380858,SPD (corrected)
7679,0.536652697,SPD (corrected)
7678,0.535257042,SPD (corrected)
7677,0.533904769,SPD (corrected)
7676,0.532599324,SPD (corrected)
7675,0.531343702,SPD (corrected)
7674,0.53015989,SPD (corrected)
7673,0.529049679,SPD (corrected)
7672,0.528012558,SPD (corrected)
7671,0.527045697,SPD (corrected)
7670,0.526144639,SPD (corrected)
7669,0.52530482,SPD (corrected)
7668,0.524519448,SPD (corrected)
7667,0.523780137,SPD (corrected)
7666,0.523078829,SPD (corrected)
7665,0.522408039,SPD (corrected)
7664,0.521759006,SPD (corrected)
7663,0.52112761,SPD (corrected)
7662,0.520510149,SPD (corrected)
7661,0.519903119,SPD (corrected)
7660,0.519303041,SPD (corrected)
7659,0.518699347,SPD (corrected)
7658,0.518091023,SPD (corrected)
7657,0.517476892,SPD (corrected)
7656,0.516855832,SPD (corrected)
7655,0.516226537,SPD (corrected)
7654,0.51558101,SPD (corrected)
7653,0.514919532,SPD (corrected)
7652,0.514242631,SPD (corrected)
7651,0.513550633,SPD (corrected)
7650,0.512843584,SPD (corrected)
7649,0.512127904,SPD (corrected)
7648,0.511404048,SPD (corrected)
7647,0.510672465,SPD (corrected)
7646,0.509933595,SPD (corrected)
7645,0.509187856,SPD (corrected)
7644,0.508438144,SPD (corrected)
7643,0.507683852,SPD (corrected)
7642,0.506924462,SPD (corrected)
7641,0.506159315,SPD (corrected)
7640,0.505387925,SPD (corrected)
7639,0.504607325,SPD (corrected)
7638,0.503814671,SPD (corrected)
7637,0.503007406,SPD (corrected)
7636,0.502182416,SPD (corrected)
7635,0.501336751,SPD (corrected)
7634,0.500467022,SPD (corrected)
7633,0.499569963,SPD (corrected)
7632,0.498642328,SPD (corrected)
7631,0.497680283,SPD (corrected)
7630,0.49668037,SPD (corrected)
7629,0.495663995,SPD (corrected)
7628,0.49463145,SPD (corrected)
7627,0.49358127,SPD (corrected)
7626,0.492512966,SPD (corrected)
7625,0.491426042,SPD (corrected)
7624,0.490354477,SPD (corrected)
7623,0.48929792,SPD (corrected)
7622,0.488256063,SPD (corrected)
7621,0.487228468,SPD (corrected)
7620,0.486214496,SPD (corrected)
7619,0.485243168,SPD (corrected)
7618,0.484310329,SPD (corrected)
7617,0.483410593,SPD (corrected)
7616,0.482539092,SPD (corrected)
7615,0.481690947,SPD (corrected)
7614,0.480862252,SPD (corrected)
7613,0.480048139,SPD (corrected)
7612,0.479243797,SPD (corrected)
7611,0.478444435,SPD (corrected)
7610,0.477645367,SPD (corrected)
7609,0.476845398,SPD (corrected)
7608,0.47604253,SPD (corrected)
7607,0.475234634,SPD (corrected)
7606,0.474419334,SPD (corrected)
7605,0.473594385,SPD (corrected)
7604,0.472765175,SPD (corrected)
7603,0.471932086,SPD (corrected)
7602,0.471095203,SPD (corrected)
7601,0.470254658,SPD (corrected)
7600,0.469410752,SPD (corrected)
7599,0.468567438,SPD (corrected)
7598,0.467725273,SPD (corrected)
7597,0.46688475,SPD (corrected)
7596,0.466046161,SPD (corrected)
7595,0.465209874,SPD (corrected)
7594,0.464380948,SPD (corrected)
7593,0.463559279,SPD (corrected)
7592,0.462744958,SPD (corrected)
7591,0.461937932,SPD (corrected)
7590,0.461138664,SPD (corrected)
7589,0.460347675,SPD (corrected)
7588,0.459564787,SPD (corrected)
7587,0.458789646,SPD (corrected)
7586,0.458022286,SPD (corrected)
7585,0.457262443,SPD (corrected)
7584,0.456504689,SPD (corrected)
7583,0.455749234,SPD (corrected)
7582,0.454996193,SPD (corrected)
7581,0.454247081,SPD (corrected)
7580,0.453503195,SPD (corrected)
7579,0.452764691,SPD (corrected)
7578,0.452033497,SPD (corrected)
7577,0.451311655,SPD (corrected)
7576,0.450602497,SPD (corrected)
7575,0.449908408,SPD (corrected)
7574,0.449233437,SPD (corrected)
7573,0.448580919,SPD (corrected)
7572,0.447954711,SPD (corrected)
7571,0.447358706,SPD (corrected)
7570,0.446797001,SPD (corrected)
7569,0.446273075,SPD (corrected)
7568,0.445790498,SPD (corrected)
7567,0.445352878,SPD (corrected)
7566,0.444962856,SPD (corrected)
7565,0.444623272,SPD (corrected)
7564,0.444320025,SPD (corrected)
7563,0.444053653,SPD (corrected)
7562,0.44382452,SPD (corrected)
7561,0.443632306,SPD (corrected)
7560,0.443476042,SPD (corrected)
7559,0.443351366,SPD (corrected)
7558,0.443258162,SPD (corrected)
7557,0.443196289,SPD (corrected)
7556,0.443165438,SPD (corrected)
7555,0.443165244,SPD (corrected)
7554,0.443190829,SPD (corrected)
7553,0.443242121,SPD (corrected)
7552,0.443318604,SPD (corrected)
7551,0.443420661,SPD (corrected)
7550,0.443548163,SPD (corrected)
7549,0.443690959,SPD (corrected)
7548,0.443848909,SPD (corrected)
7547,0.444021724,SPD (corrected)
7546,0.444208988,SPD (corrected)
7545,0.444410177,SPD (corrected)
7544,0.444621099,SPD (corrected)
7543,0.444840471,SPD (corrected)
7542,0.445066906,SPD (corrected)
7541,0.445299405,SPD (corrected)
7540,0.445536261,SPD (corrected)
7539,0.445758529,SPD (corrected)
7538,0.445965463,SPD (corrected)
7537,0.446156125,SPD (corrected)
7536,0.446330069,SPD (corrected)
7535,0.446486807,SPD (corrected)
7534,0.446575174,SPD (corrected)
7533,0.44658228,SPD (corrected)
7532,0.446497023,SPD (corrected)
7531,0.446310708,SPD (corrected)
7530,0.446018717,SPD (corrected)
7529,0.44556614,SPD (corrected)
7528,0.444981794,SPD (corrected)
7527,0.444314041,SPD (corrected)
7526,0.443614169,SPD (corrected)
7525,0.442924448,SPD (corrected)
7524,0.442295439,SPD (corrected)
7523,0.441734926,SPD (corrected)
7522,0.44124224,SPD (corrected)
7521,0.440818159,SPD (corrected)
7520,0.440466315,SPD (corrected)
7519,0.440187912,SPD (corrected)
7518,0.439983213,SPD (corrected)
7517,0.439851796,SPD (corrected)
7516,0.439793294,SPD (corrected)
7515,0.439807143,SPD (corrected)
7514,0.439878157,SPD (corrected)
7513,0.440002724,SPD (corrected)
7512,0.440176312,SPD (corrected)
7511,0.440394452,SPD (corrected)
7510,0.440652702,SPD (corrected)
7509,0.440928581,SPD (corrected)
7508,0.441219997,SPD (corrected)
7507,0.441524642,SPD (corrected)
7506,0.441840384,SPD (corrected)
7505,0.442165422,SPD (corrected)
7504,0.44248434,SPD (corrected)
7503,0.442796899,SPD (corrected)
7502,0.443102914,SPD (corrected)
7501,0.44340251,SPD (corrected)
7500,0.443695409,SPD (corrected)
7499,0.443973836,SPD (corrected)
7498,0.444237931,SPD (corrected)
7497,0.44448783,SPD (corrected)
7496,0.444723685,SPD (corrected)
7495,0.444945923,SPD (corrected)
7494,0.445161454,SPD (corrected)
7493,0.445370228,SPD (corrected)
7492,0.445572328,SPD (corrected)
7491,0.445768083,SPD (corrected)
7490,0.445957424,SPD (corrected)
7489,0.446146445,SPD (corrected)
7488,0.446333943,SPD (corrected)
7487,0.446518663,SPD (corrected)
7486,0.446699402,SPD (corrected)
7485,0.446875177,SPD (corrected)
7484,0.447032479,SPD (corrected)
7483,0.447168082,SPD (corrected)
7482,0.447278748,SPD (corrected)
7481,0.447362671,SPD (corrected)
7480,0.447416076,SPD (corrected)
7479,0.447422312,SPD (corrected)
7478,0.447376352,SPD (corrected)
7477,0.447273396,SPD (corrected)
7476,0.447110493,SPD (corrected)
7475,0.446885351,SPD (corrected)
7474,0.446588203,SPD (corrected)
7473,0.446217234,SPD (corrected)
7472,0.445773065,SPD (corrected)
7471,0.445258476,SPD (corrected)
7470,0.444678089,SPD (corrected)
7469,0.444047911,SPD (corrected)
7468,0.443375094,SPD (corrected)
7467,0.442667981,SPD (corrected)
7466,0.441934342,SPD (corrected)
7465,0.44118168,SPD (corrected)
7464,0.440422054,SPD (corrected)
7463,0.439659629,SPD (corrected)
7462,0.438897988,SPD (corrected)
7461,0.438140956,SPD (corrected)
7460,0.437392124,SPD (corrected)
7459,0.436647979,SPD (corrected)
7458,0.435909596,SPD (corrected)
7457,0.435178205,SPD (corrected)
7456,0.434455085,SPD (corrected)
7455,0.4337415,SPD (corrected)
7454,0.433028918,SPD (corrected)
7453,0.432317402,SPD (corrected)
7452,0.431607015,SPD (corrected)
7451,0.43089782,SPD (corrected)
7450,0.430189937,SPD (corrected)
7449,0.429477548,SPD (corrected)
7448,0.428761073,SPD (corrected)
7447,0.428040859,SPD (corrected)
7446,0.427317204,SPD (corrected)
7445,0.426590548,SPD (corrected)
7444,0.425860182,SPD (corrected)
7443,0.425127664,SPD (corrected)
7442,0.424394514,SPD (corrected)
7441,0.423662208,SPD (corrected)
7440,0.422932061,SPD (corrected)
7439,0.422209841,SPD (corrected)
7438,0.421498729,SPD (corrected)
7437,0.42080163,SPD (corrected)
7436,0.420121997,SPD (corrected)
7435,0.419463126,SPD (corrected)
7434,0.418834529,SPD (corrected)
7433,0.418240512,SPD (corrected)
7432,0.417685003,SPD (corrected)
7431,0.417172442,SPD (corrected)
7430,0.416706459,SPD (corrected)
7429,0.416274502,SPD (corrected)
7428,0.415876729,SPD (corrected)
7427,0.41551496,SPD (corrected)
7426,0.415190324,SPD (corrected)
7425,0.414903547,SPD (corrected)
7424,0.414621229,SPD (corrected)
7423,0.41434316,SPD (corrected)
7422,0.414069269,SPD (corrected)
7421,0.413799055,SPD (corrected)
7420,0.413531848,SPD (corrected)
7419,0.413236368,SPD (corrected)
7418,0.412913983,SPD (corrected)
7417,0.412567887,SPD (corrected)
7416,0.412200795,SPD (corrected)
7415,0.411815697,SPD (corrected)
7414,0.411415487,SPD (corrected)
7413,0.411003746,SPD (corrected)
7412,0.41058448,SPD (corrected)
7411,0.410161383,SPD (corrected)
7410,0.409738402,SPD (corrected)
7409,0.409318019,SPD (corrected)
7408,0.408901973,SPD (corrected)
7407,0.40849236,SPD (corrected)
7406,0.408090969,SPD (corrected)
7405,0.407699839,SPD (corrected)
7404,0.407310685,SPD (corrected)
7403,0.406923639,SPD (corrected)
7402,0.406538897,SPD (corrected)
7401,0.406156767,SPD (corrected)
7400,0.405777392,SPD (corrected)
7399,0.40539846,SPD (corrected)
7398,0.405019898,SPD (corrected)
